,exptid,id,sclass,t_train,t_eval,mse,mae,mape,smape
95,183,501016082,D,425.0729634512834,18.885006880998844,0.017205137912338433,0.06319901751580446,34.534658719749416,13.133201496060533
96,187,501016132,D,379.13179319785,17.085823736000748,0.002524720326627978,0.027676226085418358,4.312127618111285,3.8755333041179463
97,117,500011022,D,437.24255033388334,19.2332390019983,0.001147736476605182,0.015271017899334731,2.334325886657505,2.199967546875145
98,201,500010142,M,31.761859455166665,1.511944493999863,0.0093016075,0.04840974,14.8520827293396,9.178293496370317
99,60,501017043,R,32.66842919326667,10.18861757700006,0.006280306779292111,0.0451700957801856,8.424390062639779,5.648928352989294
100,84,501016082,R,35.4424826088,11.08055264099994,0.023776999832501543,0.06197665476166619,34.90526356033686,14.16170895535494
101,23,500011102,R,32.32503194541667,10.215840391000027,0.0008608421701670418,0.017852485135289392,2.3491276530975105,2.321270600895111
102,237,501011122,M,31.46781294663333,1.356091529999958,0.0066527175,0.04167134,7.542788237333298,6.429452449083327
103,180,501012101,D,414.34464211750003,18.728286929999737,0.0005289561027026742,0.013138380677302544,1.595913983888221,1.5571529787332363
104,130,501010053,D,378.0435113729834,16.62752236199958,0.0006515401321696381,0.015402296296770288,2.050031980277049,1.9914845288641057
105,38,501011092,R,31.341577545516667,10.12132358000008,0.0032026506670485193,0.03958678614853843,4.915600976854231,4.866548091644189
106,14,500010092,R,36.04767801465,11.399607354000182,0.006233393768981267,0.060884663071507576,7.654672972043394,6.977547758155602
107,47,501012102,R,31.567318663416664,9.933875730999944,0.002520576148228161,0.04242418999381505,5.602428601640058,5.3805866802460125
108,39,501011122,R,35.187245170666664,11.581201727999995,0.013180604452327908,0.055652663255201816,9.823889543948702,10.196278604465576
109,245,501012102,M,31.978750278683332,1.4075357389999679,0.0007139062,0.017621867,2.3721816018223763,2.3007569834589963
110,221,500011102,M,32.830699145433336,1.4722671970000647,0.0005514657,0.013727013,1.7726000398397446,1.7862224951386452
112,108,500011092,D,391.89788407748335,16.955526685000223,0.0003958968256132051,0.010727770775531312,1.2859374885122432,1.2809205238684618
113,113,500010092,D,382.66821642581664,16.43759896499978,0.0017320304493047445,0.026867391656812137,3.6466522504142778,3.165795740000652
114,24,500014091,R,33.78419466001667,10.659698957000048,0.017274153514584698,0.06737418713785982,25.634216141483574,15.399865903280993
115,55,501016142,R,35.89799221125,11.411147185000116,0.005778232408349636,0.05332529174531879,10.704404678607057,6.440730262891065
116,175,501011152,D,403.2985843997333,19.228710586001398,0.011178037892504293,0.054403407414074116,15.637363546042009,10.710543556357617
117,259,501017051,M,31.814786001450003,1.4260655329999283,0.0035537997999999997,0.032725647000000004,5.1441699266433725,4.3841466307640085
118,294,501017062,M,34.37491421328333,1.4954286219999633,0.0009483846400000001,0.022301985,2.6560092344880104,2.5828294456005096
120,241,501012022,M,31.592417678516668,1.3774382430001424,0.012695693999999999,0.10084445,13.025832176208494,13.002347946166992
121,212,500010092,M,31.917254750816664,1.4994836900000337,0.0020851668,0.031545337,4.16167750954628,3.735422343015671
122,76,501011152,R,31.863979980866667,10.067223973999944,0.011511510748466002,0.05187578592265298,15.031188608694642,10.227105171102087
123,234,501010152,M,33.675766589316666,1.4437442339999509,0.00016588878,0.008953102,1.1074684560298922,1.096201967447996
124,238,501011132,M,35.65389367616667,1.5379483800002165,0.008553124,0.046096485,9.974241256713867,8.222478628158571
125,58,501017023,R,31.506506628783335,9.974893802999986,0.003181061380430409,0.030642861362654213,4.231654440042548,3.6148995154883994
126,174,501011142,D,386.78619013351664,16.702511548002807,0.004689440767747407,0.030518308295155762,5.814345762792468,4.302994861732003
127,26,500014112,R,35.716107889266674,11.406047716000106,0.01918314262969969,0.05964115369204935,34.82246250413196,12.87688903240799
128,25,500014102,R,36.1025540927,11.421478915000081,0.015841837712608532,0.058166763439121326,24.496825887018517,13.130088834919984
129,191,501017022,D,483.49202356753335,26.0674141419986,0.002365311268444776,0.018220243248790763,3.4822147870259563,2.5127925155996835
130,32,501010061,R,32.7928992004,10.374495789000092,0.0027926482399647985,0.02245307063972897,3.189404266075899,3.0995976853516067
132,3,500010142,R,32.628232169966665,10.720869491000029,0.01256589808840335,0.053895693120630236,13.673162694236789,9.193224440612493
133,37,501011032,R,31.6046128984,10.086303167000096,0.00024010676490321826,0.012452562925711612,1.5582561146943708,1.5574818760263789
135,186,501016122,D,390.8046335216667,17.887603905001015,0.004299625255896057,0.025908603011763842,7.142843215766572,4.144238690849247
136,195,501017062,D,454.83305489105,22.248092379002628,0.0008412068183687093,0.02092459543740649,2.4822209394467722,2.42258256214385
137,222,500014091,M,31.846398428200004,1.5293048329999692,0.00916767,0.057104267,18.226371705532074,13.826990127563475
138,216,500011022,M,33.88795902698333,1.5910374449999836,0.0011187781,0.015092708,2.3141035810112958,2.177109941840172
139,144,501012071,D,415.1554092029833,18.357440241998123,0.0002468633789201691,0.009842057823326766,1.325702785771415,1.3042835898037433
140,34,501010112,R,33.89134403606666,10.834859690999794,0.005398044170593374,0.02862346805419577,6.10439152460854,4.203750015675501
141,59,501017032,R,31.791107428516668,10.235488913000154,0.01033412192881828,0.06989378843468923,9.829532946421963,10.60011071401128
142,271,501011121,M,32.9461337707,1.4543088620000617,0.003243942,0.02793296,4.290623962879181,3.566811978816986
143,164,501010052,D,412.85009940218333,17.295512606000553,0.0008662374848651508,0.015952617250286526,1.9455084908819813,1.8858766450717983
144,146,501012102,D,416.6443277161167,18.34400939900297,0.0006726005561999919,0.019185794475626988,2.5589497583125542,2.4964434552456995
145,126,500014122,D,417.85248204026664,17.57679147899762,0.010126493157460493,0.0456175535586061,17.20694411655896,8.265387986102606
146,273,501011142,M,31.347997264233335,1.470236827000008,0.004503823,0.030594463,5.803501605987549,4.3439824134111396
147,168,501010132,D,389.74700315535006,16.721705407999252,0.0007682613241624817,0.017137120475066967,2.2515573970832747,2.1831989259268347
148,227,501010022,M,34.64851591113333,1.5353245440001049,0.00018478357,0.009285836,1.0490363463759422,1.0385205037891865
150,231,501010102,M,31.8707614149,1.4080741800000849,0.0025913285,0.032111995,4.9920644611120215,4.863542690873147
151,152,501016123,D,505.03740236485004,19.593026884998835,0.0024092920833607197,0.021478548933108643,6.047193761819718,3.1652734097267974
152,29,501010022,R,31.64320646133333,9.876656797999882,0.0003541399236156193,0.012924037090935276,1.4579068164786393,1.4361358270423945
153,135,501010152,D,406.38975293293333,18.055305470999887,0.00016194909679549267,0.008740587937645351,1.0819535608006583,1.0704932445785924
154,266,501010113,M,47.416293668650006,2.429080320000139,0.0033406883,0.020763302,4.855566471815108,3.2929766923189163
155,67,501010103,R,31.3352565666,9.807524747000118,0.002738216741412401,0.029907012921110126,4.389785695725904,4.074972413147271
156,232,501010112,M,32.80140289811667,1.4275502240000149,0.0021036766,0.01658834,3.394020348787308,2.670695446431637
157,267,501010132,M,35.923584971400004,1.6019959170002949,0.0006541044,0.016216287,2.1172890439629555,2.0595833659172063
159,74,501011131,R,33.75381133025,10.788374232000024,0.00873306005680392,0.05725314779333265,8.727299935388483,6.802548862497622
160,285,501016122,M,31.7676951657,1.4021721629999322,0.0042373817,0.025520109,7.164355367422104,4.111557453870772
161,159,501017043,D,468.10703958856664,19.696742487998566,0.003505632631088302,0.02584908272483312,5.568446955837455,3.4655183877705715
162,88,501016132,R,35.993149324933334,11.370137637999962,0.003167564664671345,0.030799045076745583,4.831980795390284,4.239958458856936
163,8,500011072,R,33.029404884899996,10.635550542999908,0.0004362659373232375,0.014181826942732512,1.6732538694712376,1.679619556609104
164,210,500014121,M,35.17414870523333,1.5239697449997038,0.0020447422,0.021922777999999997,3.2160181552171707,2.7724303305149083
165,161,501017061,D,482.1548146471667,19.27851748600005,0.0017984017970529016,0.029397860642884306,3.601651252779812,3.4646908463851336
166,262,501010032,M,31.460767944049998,1.479936654000085,0.0005625747000000001,0.016377933,1.911691389977932,1.874794997274876
167,154,501016142,D,429.32373154805,18.83012192499882,0.0030610718439617692,0.029304653141208406,7.843285297811974,3.795132845819656
168,258,501017043,M,33.796770827816665,1.4926037170000654,0.0039625494,0.027772339,6.1187271028757095,3.678256645798683
169,82,501012112,R,32.6511668513,10.440838147000024,0.0009882162816138922,0.021438865996831983,2.5463026958240023,2.472556976090904
170,121,500011073,D,379.1789100109666,16.594390800000838,0.00030888537996374125,0.010013117191642109,1.1888708441470193,1.1838134900079686
171,270,501011091,M,31.746575575049995,1.4067839130000266,0.0007923545,0.016838906,2.1715810522437096,2.138425037264824
172,80,501012081,R,32.5568166821,10.352433281999993,0.005098963898108181,0.037715194713077466,7.014991346834072,4.782296593464411
173,235,501011032,M,34.931449406716666,1.5187947809999969,0.00025933346,0.011422064,1.4452023431658745,1.4254256151616571
174,272,501011131,M,31.58894766365,1.3899948020000463,0.005780515,0.031152446,5.831903591752052,4.099612310528754
175,291,501017033,M,31.910034273666668,1.5049951779999446,0.0024435106,0.024678936000000002,4.691458866000176,3.3373657613992687
176,203,500011032,M,31.637415354916666,1.4198674369999935,0.0005350213,0.018615023999999997,2.0668216049671173,2.03490499407053
177,51,501016092,R,32.555442340700004,10.252725260000034,0.0015026778133715784,0.02022549721213449,3.04339848377037,2.6106594791343816
179,2,500010122,R,31.72793889591667,10.228229947999806,0.002236797871655417,0.023902243331839847,3.1553060324928466,2.9625199500387613
180,100,500010101,D,395.0014044913833,17.086316857003116,0.01172936163167094,0.04888723316809001,22.271952033627606,11.210028006909466
181,97,500017011,R,31.629084336433333,10.231963480000104,0.0071679574385555035,0.0474687301067318,6.474167416359713,22.018420099102503
182,182,501016071,D,405.319995908,17.260568262998277,0.009607915816214495,0.0468020799183589,11.50227148945606,8.172422093292136
183,7,500011063,R,31.535539950666664,10.205950199999961,0.0013997099533837119,0.02092936747914545,2.515284106942849,2.3540767130033817
184,257,501017032,M,31.733248916249998,1.4191219360000105,0.0040546474,0.046705935,6.692253053188324,5.6948788464069375
185,206,500011072,M,36.2841937364,1.5474330970000665,0.00027825806,0.010804435,1.272051502019167,1.2773753143846989
186,242,501012042,M,34.40490472845,1.487466539000252,0.0023969489999999998,0.026652226,4.6424295753240585,3.3542435616254807
187,73,501011121,R,35.48740880503333,11.78558544400039,0.007996531481539842,0.05914513687642895,8.191302229232326,6.973972181641662
188,264,501010062,M,32.87264706598333,1.4068663630000628,0.0049801976,0.040160343,7.744233310222626,6.886174529790878
191,200,500010122,M,31.575096206049995,1.4076202109999942,0.0012100214,0.018389693000000002,2.4373995140194893,2.3491283878684044
192,15,500010102,R,33.62092989043334,10.83560611400003,0.001812705569903252,0.024161966567861053,3.3191799213432835,3.148343262890163
193,150,501016092,D,490.4433075395834,19.508499740000843,0.0010919481441749037,0.015222276325224953,2.391360010317264,2.011896978352376
194,167,501010113,D,388.2280338875001,17.222785894002303,0.003547975723594678,0.019902118345598296,4.723448921975175,3.192324440958417
195,12,500014121,R,33.08002201363333,10.565579454000043,0.002269819239375307,0.024501352253986714,3.555515454603108,3.0555645967907514
196,36,501010152,R,35.58741373133333,11.203803849999986,0.0003734747903569745,0.013408929365880408,1.6601648981431227,1.6319679825390505
198,128,501010022,D,392.0309468056,17.367084126999544,0.00023008068195169682,0.010412825185104608,1.1765529665118473,1.162603802444437
199,188,501016143,D,390.79865330846667,16.811637390001124,0.0041796952444802,0.04063221899851368,6.190293661464287,5.6076063377533725
200,109,500014092,D,392.53116925685003,16.941582684001332,0.005822785183668009,0.04710082804925905,7.919239758535401,7.302033514018118
201,139,501011132,D,395.86666885926667,18.672624438997445,0.008490891796894561,0.04757423531039956,9.73274336601068,8.298628772655025
202,215,500010143,M,32.77063676465,1.4075379999999311,0.0030024655,0.032048743,4.248908907175064,3.959302604198456
203,239,501011141,M,32.84834801736667,1.4253055730000597,0.006338853,0.04347864,9.033560752868652,7.11086243391037
204,289,501017011,M,32.85621434443333,1.4056324749999476,0.0028912191999999996,0.025689432,6.0354843735694885,4.616810753941536
205,179,501012081,D,389.1026983015167,17.64430617200196,0.0029466265632064072,0.023689956236764304,5.059894995749941,3.2254848933652127
206,116,500010143,D,424.96390750970005,18.519510255999197,0.002756750694460123,0.03049823818603646,4.034039768820913,3.771538421901567
207,196,500017011,D,450.5077330077833,25.303340607999417,0.0027272337153647266,0.026753113185637032,3.6971703027226788,3.625606999351881
208,225,500014122,M,32.33227823246666,1.4403649299999868,0.009451149,0.043975513,16.624940931797028,8.72291624546051
209,207,500011092,M,31.954832894950002,1.4573497480000697,0.00042702802,0.011327849,1.3603894039988518,1.3527427799999714
210,205,500011063,M,31.918987149683336,1.5106589109998367,0.0011052731,0.018924562,2.2915247827768326,2.1272042766213417
212,138,501011122,D,385.95762367603334,17.75176963099875,0.006662032054410012,0.0432220507702073,7.569836241901507,6.597614788715554
213,136,501011032,D,402.71260814415,17.96100597899931,0.00021603116923990848,0.010387641433564337,1.3133002892635974,1.2973815102665125
214,68,501010113,R,31.518306370516665,9.992711869000003,0.005729520684178621,0.02680206561911101,6.349530768716468,3.942824019666933
215,280,501012112,M,31.8477371395,1.5282670929998403,0.00068011443,0.01677709,1.992533728480339,1.9455755129456518
216,6,500011052,R,32.779561102500004,10.679756151999982,0.001398315358459018,0.026484110433506656,3.130224217675284,3.0781980699163283
218,17,500010143,R,35.573678925383334,11.13229376900017,0.005470451158875553,0.047224583328889735,5.96988768303928,5.758255966060626
219,93,501017033,R,33.73421025475,10.817477663999851,0.0038650385687866435,0.03728077177002303,6.201511916462393,4.701175529367545
221,228,501010031,M,34.5701901975,1.5811606779998328,0.00024271182,0.010859286000000001,1.3447017408907411,1.3266812078654766
222,295,500017011,M,32.689420849466664,1.4599426090001089,0.0026550794,0.027618632,3.863914683461189,3.70861366391182
223,5,500011032,R,31.425601258666667,10.080435193000085,0.001701191534116642,0.033700364522477266,3.737955539134504,3.6358477554817776
224,170,501011041,D,420.56676879810004,18.52568483399955,0.0002049436887980817,0.01007028379815989,1.1766830786830436,1.1648303488730205
225,246,501012111,M,33.740935502266666,1.5339558059999945,0.0020907766,0.021537248,3.1437076628208165,2.8668869286775585
226,220,500011073,M,31.605403142,1.3787644550000095,0.00036751275,0.011661197,1.3814096339046955,1.3821001164615154
228,120,500011062,D,380.20050544195,16.828553447998274,0.0010517980761582423,0.019227115548602108,2.423958501993706,2.1402461572804525
229,49,501016072,R,31.73854468473333,10.136308021000104,0.0018399046794603253,0.024861801257646872,3.0619217054560965,2.8077233180756798
230,83,501016071,R,33.62317742926667,10.814300942000044,0.013712631306063346,0.05234374876071967,12.24700476010107,8.550700974333504
231,297,500010093,R,34.98104280461667,11.11671715500006,0.02143136864057201,0.05724305787044249,17.889665571371047,92.93118759808657
233,192,501017033,D,400.4156858660666,16.921217222999985,0.002465435010118686,0.025048047616435587,4.619582628056848,3.3917255527884866
234,104,500011032,D,427.2677925925334,18.57414589700056,0.0004747401446892977,0.01715447833337656,1.9041511355040184,1.8764449965104189
235,69,501010132,R,31.45512912026667,9.868008460000057,0.0020800531800621697,0.02884289024972528,3.80152614004548,3.6091304869057614
236,89,501016143,R,32.56539930701667,10.325342193000097,0.011406906572063828,0.0766359986843113,10.935636790120213,10.761247144705298
237,30,501010031,R,32.82895555903334,10.30866086099991,0.00034068725905649945,0.013496257264163073,1.6689177398756017,1.6432160558250837
238,204,500011052,M,31.437211012616668,1.4251377489999868,0.0008547561,0.020989405,2.4118408560752873,2.434501051902771
239,13,500014132,R,32.63471685295,10.508914848000133,0.0053796041747372295,0.0417017082029875,6.257601334782312,5.0508144949670655
240,268,501010153,M,43.23983576368334,1.9201582149999008,0.00025904869999999997,0.011594591999999999,1.4441515319049358,1.424326840788126
241,94,501017042,R,35.42067492968333,11.280310726999689,0.011733683132831673,0.08085769493414179,13.218948071451948,9.71788011192828
242,70,501010153,R,32.37733669668334,10.294427657000142,0.0010812711480668057,0.02546614636770448,3.158265876828797,3.0765556466931248
243,251,501016123,M,31.633504440200003,1.3712120699999562,0.0022922547,0.021884183999999997,5.920911580324173,3.2270498573780064
244,125,500014112,D,427.65538382618337,18.51337732599859,0.010826419446349695,0.05256481647282285,23.957964094476253,12.039524467744148
245,224,500014112,M,33.63792306716667,1.4810042619999422,0.010739245,0.052304015,23.607371747493744,12.21400499343872
247,260,501017061,M,32.718374473833336,1.4004472670001178,0.0019972813,0.032215600000000004,3.946666046977043,3.793857991695404
248,149,501016081,D,407.9471205373,18.61186060600085,0.0009614105782793222,0.01899227185554338,2.611577404453934,2.400514880464038
249,249,501016092,M,31.646291898766666,1.365648643999975,0.0010669954,0.015218488999999998,2.3864990100264554,2.0195269957184787
250,261,501010023,M,32.53575775225,1.487468261999993,0.0003741129,0.013313181,1.661362312734127,1.6366200521588326
251,208,500014092,M,32.95882001376667,1.4540874479998818,0.0062003927000000006,0.048986807,8.386977016925814,7.664887607097626
253,119,500011053,D,391.16867418733335,16.93668966000041,0.0030747645732911496,0.02257047912983107,4.672048715729944,2.9161364646692514
254,110,500014111,D,394.54414753621666,16.793631764998278,0.0011079219295804332,0.025409575176336317,3.4256336148715536,3.325902355962848
255,265,501010103,M,34.65471772465,1.5212433510000665,0.0010961325999999999,0.018350791,2.654973044991493,2.5553964078426357
256,213,500010102,M,31.6502748795,1.422162870999955,0.0013414018,0.017924728,2.5512410327792168,2.3255908861756325
257,171,501011091,D,467.0024221106834,20.13275281200185,0.0007504503857009097,0.0161352259776794,2.079257461601438,2.0484696747149136
258,98,500017012,R,32.506925296683335,10.411955890999934,0.00508631811027157,0.04525838524190705,7.691773593823631,6.5444486559110775
